,Tweet User,Text,Retweets,Favorites,Replies,Datetime,FormattedDate,Hashtags,Permalink
5283,Innovictor,This is valid! I’ve not really thought about why @zoom_us $zoom has remained green despite the carnage in the market. The global economy won’t stop &amp; video meetings/remote work will increase as folks cut down on travel for #Covid_19 Maybe @SlackHQ $work will also benefit,0,1,0,2020-02-27 21:41:52+00:00,Thu Feb 27 21:41:52 +0000 2020,#Covid_19,https://twitter.com/Innovictor/status/1233145249817669645
5284,turingcom, 77% of workers Get more done In Fewer Hours When working remotely Let that sink in..... #Boundaryless #futureofwork #remotework ,0,6,0,2020-02-27 22:05:06+00:00,Thu Feb 27 22:05:06 +0000 2020,#Boundaryless #futureofwork #remotework,https://twitter.com/turingcom/status/1233151094479605761
5285,iroko_tech,I’m what way can the #CoronavirusOutbreak disrupt normal business operations at your organizations? Is your organization adequately staffed and resourced to sustain remote work in the event of a Pandemic? #coronavirus #IT #disasterrecovery #business,0,3,0,2020-02-27 22:08:15+00:00,Thu Feb 27 22:08:15 +0000 2020,#CoronavirusOutbreak #coronavirus #IT #disasterrecovery #business,https://twitter.com/iroko_tech/status/1233151886448119810
5286,Jdove2599,Are you looking for remote jobs or work from home opportunities ? Here's a list of websites you should take a look at #workfromhome #onlinejob #makemoneyonline #remotework ,0,0,0,2020-02-27 22:13:16+00:00,Thu Feb 27 22:13:16 +0000 2020,#workfromhome #onlinejob #makemoneyonline #remotework,https://twitter.com/Jdove2599/status/1233153149365518337
5287,NiranEC,"It's time to switch to more ""virtual"" business model and change the way we do business. Less flying and more remote work and meetings . We can help save the planet and prevent disease spread. But the best part? Be more with the family! #coronavirus",2,52,9,2020-02-27 22:21:51+00:00,Thu Feb 27 22:21:51 +0000 2020,#coronavirus,https://twitter.com/NiranEC/status/1233155310711459841
5288,CatalystInc,"As global health officials work to contain the #coronavirus, companies are allowing more of their workers to work from home. Here’s Catalyst’s interactive tool to help manage #remotework and maintain productivity. ",1,2,0,2020-02-27 22:26:58+00:00,Thu Feb 27 22:26:58 +0000 2020,#coronavirus #remotework,https://twitter.com/CatalystInc/status/1233156596219482113
5289,andrewgobran,Monthly casual hangouts are one of the ways we make our distributed team at @doist feel a little bit closer. They're especially fun when some of your teammates meet each other for the first time! #remotework ,4,56,2,2020-02-27 22:40:52+00:00,Thu Feb 27 22:40:52 +0000 2020,#remotework,https://twitter.com/andrewgobran/status/1233160094533201920
5290,solvsocial,Go on. You know you want to. Life’s so much easier when you can. #extras #treatyoself #extracash #remotework #gigeconomy,0,1,0,2020-02-27 22:41:20+00:00,Thu Feb 27 22:41:20 +0000 2020,#extras #treatyoself #extracash #remotework #gigeconomy,https://twitter.com/solvsocial/status/1233160215014658052
5291,knownikkiivey,"This is so important. Loneliness is something I hadn't considered the effects of before starting remote work, and it has been tough at times. Folks coming from bustling sales floors to remote work are especially siseptible to this. #remotework #mentalhealth",0,1,0,2020-02-27 22:44:21+00:00,Thu Feb 27 22:44:21 +0000 2020,#remotework #mentalhealth,https://twitter.com/knownikkiivey/status/1233160973692919817
5292,GrowrkRemote,Sending your team home would no doubt be disruptive. Minimize disruption by setting objectives around the types of work required to keep things moving forward. Focus on the priorities that will empower your team to be productive in any environment #remotework #coronavirus,0,4,0,2020-02-27 22:57:55+00:00,Thu Feb 27 22:57:55 +0000 2020,#remotework #coronavirus,https://twitter.com/GrowrkRemote/status/1233164388128804864
5293,Abacus_Next,Here's how remote work can help your firm recruit a wider range of candidates and deliver on your diversity and inclusion goals. #diversity #diversityandinclusion #accountingandaccountants #futureinfocus,1,0,0,2020-02-27 22:58:58+00:00,Thu Feb 27 22:58:58 +0000 2020,#diversity #diversityandinclusion #accountingandaccountants #futureinfocus,https://twitter.com/Abacus_Next/status/1233164651392880640
5294,vanrenzler," Why every stock is down, except #ZOOM Will #Coronavirus lead to more remote work and less office work? Why @Spotify buying @ringer could be bigger than Facebook Buying Instagram",0,3,0,2020-02-27 23:00:37+00:00,Thu Feb 27 23:00:37 +0000 2020,#ZOOM #Coronavirus,https://twitter.com/vanrenzler/status/1233165064691048448
5295,jammhq,@aullman is on pt! Gotta try us @suhail. #remotework ,0,0,0,2020-02-27 23:10:04+00:00,Thu Feb 27 23:10:04 +0000 2020,#remotework,https://twitter.com/jammhq/status/1233167444664975360
5296,MartyYoussef,Remote work starter pack: @SlackHQ @Tandem_HQ @zoom_us @NotionHQ What else are people using? #coronavirus #PandemicPreparedness,0,2,1,2020-02-27 23:12:06+00:00,Thu Feb 27 23:12:06 +0000 2020,#coronavirus #PandemicPreparedness,https://twitter.com/MartyYoussef/status/1233167957137620993
5297,meplassey,Great initiative Vikram and 8x8 ! #collaboration #8x8 #videoconferencing #remotework ,0,0,0,2020-02-27 23:48:20+00:00,Thu Feb 27 23:48:20 +0000 2020,#collaboration #8x8 #videoconferencing #remotework,https://twitter.com/meplassey/status/1233177075974123521
5298,frankassubc,"What a great guide, thank you @mwermuth for putting this together! This is a great resource for all managers in the #GC #FlexGC #Remotework #LeadersGC",0,1,0,2020-02-27 23:58:35+00:00,Thu Feb 27 23:58:35 +0000 2020,#GC #FlexGC #Remotework #LeadersGC,https://twitter.com/frankassubc/status/1233179653550092288
5299,DavidLi05350615,Have to start working from home. How would life be? #estateeconomy #Singapore #Singaporean #sgunited #singaporejobs #singaporejobvacancy #wfh #workingfromhome #workinghome #singaporeworkfromhome,0,0,0,2020-02-28,Fri Feb 28 06:41:50 +0000 2020,#estateeconomy #Singapore #Singaporean #sgunited #singaporejobs #singaporejobvacancy #wfh #workingfromhome #workinghome #singaporeworkfromhome,https://twitter.com/DavidLi05350615/status/1233281134395441152
5300,4GeeksGlobal,The number of people who work from home has increased by 140% since 2005. (Global Workplace Analytics) #remotework #workfromhome #WFH,0,2,0,2020-02-28 00:00:00+00:00,Fri Feb 28 00:00:00 +0000 2020,#remotework #workfromhome #WFH,https://twitter.com/4GeeksGlobal/status/1233180010393014274
5301,TravelStandDesk,My Father's hometown #remotework #digitalnomad,0,1,0,2020-02-28 00:01:28+00:00,Fri Feb 28 00:01:28 +0000 2020,#remotework #digitalnomad,https://twitter.com/TravelStandDesk/status/1233180379613405184
5302,SmashNotes,What is the difference between remote work and distributed work? Find out in the @gobelowtheline #podcast! #podcastnotes #Business,0,0,0,2020-02-28 00:10:32+00:00,Fri Feb 28 00:10:32 +0000 2020,#podcast #podcastnotes #Business,https://twitter.com/SmashNotes/status/1233182661881012224
5303,TaxJar,"#JarFest11 is a wrap, and wow the team photo is growing. Thanks to @VisitSavannah for a wonderful time. Wishing #TeamTaxJar safe travels home. See you for #JarFest12 in September, @VisitTucsonAZ ! #remoteteam #remotelife #remotework ",0,15,0,2020-02-28 00:18:11+00:00,Fri Feb 28 00:18:11 +0000 2020,#JarFest11 #TeamTaxJar #JarFest12 #remoteteam #remotelife #remotework,https://twitter.com/TaxJar/status/1233184587389513733
5304,0n112,"Hi, Im still looking for a Remote #infosecjobs : Security Analyst / Pentester #OSCP/ sys/net Adm whatever .. I have been down there.. I know that road. I know exactly where it ends. And I know that's not where I want to be. #EscapeFromOffice #remotework #freedom #remotejobs",5,4,2,2020-02-28 00:21:15+00:00,Fri Feb 28 00:21:15 +0000 2020,#infosecjobs #OSCP #EscapeFromOffice #remotework #freedom #remotejobs,https://twitter.com/0n112/status/1233185357631512577
5305,chasebillow,Hopefully all this #coronavirus gets people thinking more seriously about the benefits of distributed work #remotework,0,0,0,2020-02-28 00:22:06+00:00,Fri Feb 28 00:22:06 +0000 2020,#coronavirus #remotework,https://twitter.com/chasebillow/status/1233185572237250562
5306,mimioconnell,Is Working Remotely Effective? @Gallup Research Says Yes #remotework ,1,2,0,2020-02-28 00:22:47+00:00,Fri Feb 28 00:22:47 +0000 2020,#remotework,https://twitter.com/mimioconnell/status/1233185743553490944
5307,GailNow,A day of remote work in beautiful Mexico @clubsolaris - big hair day due to ocean dip yesterday! Today is overcast so good day for work and adventure- and gathering stories! And checking in on #TwitterSmarter #GailNow #KeynoteSpeaker,1,7,1,2020-02-28 00:25:08+00:00,Fri Feb 28 00:25:08 +0000 2020,#TwitterSmarter #GailNow #KeynoteSpeaker,https://twitter.com/GailNow/status/1233186336019972096
5308,KeithKeller,"""REMOTE WORKING 101"" Sue Sutcliffe Talks About The Benefit & Challenges Working Remotely Brings. #SocialMediaSocials2020 @SueSutcliffe #Toronto @BigRigWraps @BlogsByJenn @DoyleBuehler @TroolSocial #FutureofWork #RemoteWork #WorkLifeBalance",8,10,0,2020-02-28 00:45:09+00:00,Fri Feb 28 00:45:09 +0000 2020,#SocialMediaSocials2020 #Toronto #FutureofWork #RemoteWork #WorkLifeBalance,https://twitter.com/KeithKeller/status/1233191372070326273
5309,paulmgower,Excited to read my signed copy of @mkilby and @johannarothman’s book: From Chaos to Successful Distributed Agile Teams. Need to get Johanna to sign it too Remote work is not going away. Embrace it! #remotework #remote #remoteagileteams,1,7,0,2020-02-28 00:53:26+00:00,Fri Feb 28 00:53:26 +0000 2020,#remotework #remote #remoteagileteams,https://twitter.com/paulmgower/status/1233193458552229888
5310,SueSutcliffe,"How do you feel about remote working? Do you do it, want it? #remotework #remotejobs #sustainablebusiness",0,0,0,2020-02-28 00:53:56+00:00,Fri Feb 28 00:53:56 +0000 2020,#remotework #remotejobs #sustainablebusiness,https://twitter.com/SueSutcliffe/status/1233193582015676420
5311,TranspBusiness,@Miss_Internet President of @TranspBusiness interviewed on @cnni by @richardquest / @questCNN discussing the recent outbreak of #coronavirus and why #remotework has become the crucial solution to reduce contagion and minimize the economic impact. ,0,0,0,2020-02-28 00:54:05+00:00,Fri Feb 28 00:54:05 +0000 2020,#coronavirus #remotework,https://twitter.com/TranspBusiness/status/1233193620745805824
5312,golangprojects,Golang job: Senior #Go Developer at X-Team [@xteam] #RemoteWork #remote #golang #golangjobs #python #sqs #aws,0,4,0,2020-02-28 01:03:02+00:00,Fri Feb 28 01:03:02 +0000 2020,#Go #RemoteWork #remote #golang #golangjobs #python #sqs #aws,https://twitter.com/golangprojects/status/1233195872676122629
5313,GetBuildstack,A couple more pics from the #remotehealth panel @parisoma last night. Tag us in your pics if you were there! #remotework #allremote #distributed #remote,0,3,0,2020-02-28 01:18:00+00:00,Fri Feb 28 01:18:00 +0000 2020,#remotehealth #remotework #allremote #distributed #remote,https://twitter.com/GetBuildstack/status/1233199638481711104
5314,KeithKeller,"""Discover How You Can Make Your Business More Sustainable & Family Friendly By Encouraging Remote Work"" Great Interview With Elaine Lindsay In Ottawa. @TroolSocial #Ottawa #SocialMediaSocials2020 @BigRigWraps @BlogsByJenn @DoyleBuehler @SueSutcliffe #FutureofWork #RemoteWork ",3,9,0,2020-02-28 01:28:50+00:00,Fri Feb 28 01:28:50 +0000 2020,#Ottawa #SocialMediaSocials2020 #FutureofWork #RemoteWork,https://twitter.com/KeithKeller/status/1233202364565209089
5315,DoctorLindy,"My #WorkFromHome best buddy. Who wouldn’t want a kitty colleague? Although, I have to admit, a number of my recorded video conferences have a strange “meow” in the background every so often! #CatsOfTwitter #remotework ",0,12,1,2020-02-28 01:37:47+00:00,Fri Feb 28 01:37:47 +0000 2020,#WorkFromHome #CatsOfTwitter #remotework,https://twitter.com/DoctorLindy/status/1233204620194791424
5316,rishidean,"My 1st startup, based in Toronto, was hit hard by SARS in 2003. Employees quarantined, customer & prospect visits cancelled, and sales leads asking we NOT visit. Remote work tech is better now, but startups should still prep for #COVID19 now, or else be in for a rough ride.",1,2,0,2020-02-28 01:56:25+00:00,Fri Feb 28 01:56:25 +0000 2020,#COVID19,https://twitter.com/rishidean/status/1233209308654891008
5317,DHBW_Fans, Top 100 #Remote Work at Home Companies with Online Jobs in 2020,0,1,0,2020-02-28 01:58:08+00:00,Fri Feb 28 01:58:08 +0000 2020,#Remote,https://twitter.com/DHBW_Fans/status/1233209739674357765
5318,VirtualVocation,"Virtual Vocations co-founders and siblings, Laura Spawn and Adam Stevenson, are spilling Virtual Vocations secrets in the form of 10 fun facts you didn’t know about them! #remotework #VirtualVocations",0,0,0,2020-02-28 02:00:29+00:00,Fri Feb 28 02:00:29 +0000 2020,#remotework #VirtualVocations,https://twitter.com/VirtualVocation/status/1233210332417536001
5319,KeithKeller,"""THE DIGITAL ECONOMY"" Doyle Buehler talks about the benefits the digital economy and how remote working is now a key part of that. #SocialMediaSocials2020 @DoyleBuehler #Perth @BigRigWraps @BlogsByJenn @SueSutcliffe @TroolSocial #DigitalEconomy #FutureofWork #RemoteWork ",4,12,3,2020-02-28 02:04:42+00:00,Fri Feb 28 02:04:42 +0000 2020,#SocialMediaSocials2020 #Perth #DigitalEconomy #FutureofWork #RemoteWork,https://twitter.com/KeithKeller/status/1233211392435507200
5320,bdtconsultancy,None of us know the impact of #COVID19 will it escalte our remote work and push every thing including education online? Will it finally break our societies in ways was that futurist have predicted or will this unknown unknown move humanity impact us differently?,0,0,0,2020-02-28 02:20:15+00:00,Fri Feb 28 02:20:15 +0000 2020,#COVID19,https://twitter.com/bdtconsultancy/status/1233215305826144258
5321,TechCommGeekMom,And people continue to not understand why I would not want to commute daily to NYC. It's a long commute each way when things ARE working. This is one of my worst nightmares. #remotework ,0,1,0,2020-02-28 02:31:44+00:00,Fri Feb 28 02:31:44 +0000 2020,#remotework,https://twitter.com/TechCommGeekMom/status/1233218195835805703
5322,Soisialta,#Futureofwork via @akwyz Remote work bias and the communication divide ,0,0,0,2020-02-28 02:36:16+00:00,Fri Feb 28 02:36:16 +0000 2020,#Futureofwork,https://twitter.com/Soisialta/status/1233219334346092544
5323,BrienBuckman,You're an iOS engineer who already knows some SwiftUI and isn't afraid to tackle technically difficult challenges? #remotework and #remotejobs sound awesome to you? Sounds like you should get in touch with @joylabshq:,0,2,0,2020-02-28 02:55:03+00:00,Fri Feb 28 02:55:03 +0000 2020,#remotework #remotejobs,https://twitter.com/BrienBuckman/status/1233224062584770561
5324,CutshortRemote,"With #RemoteWork, people have the flexibility to design their days so that their professional and personal lives can be experienced to their fullest potential and coexist peacefully. ",2,4,0,2020-02-28 03:50:01+00:00,Fri Feb 28 03:50:01 +0000 2020,#RemoteWork,https://twitter.com/CutshortRemote/status/1233237895214923776
5325,degeri_crypto,While all these companies are gonna be struggling to move their workforce to remote work and the logistics of maintaining effective communications. @decredproject has all of it already figured out. #Corona #DAO,0,15,2,2020-02-28 04:08:04+00:00,Fri Feb 28 04:08:04 +0000 2020,#Corona #DAO,https://twitter.com/degeri_crypto/status/1233242437839138816
5326,NomtekMobile,"Especially now, when the world is facing the Coronavirus, it's important to be aware of XR capabilities in the remote work field! Thanks @NextReality for writing about our Whiteboard app! #MixedReality #magicleap #remotework #Coronavid19 #leapnation #spatialcomputing",1,2,1,2020-02-28 04:31:37+00:00,Fri Feb 28 04:31:37 +0000 2020,#MixedReality #magicleap #remotework #Coronavid19 #leapnation #spatialcomputing,https://twitter.com/NomtekMobile/status/1233248363107082240
5327,KeithKeller,"""THE DIGITAL ECONOMY"" Doyle Buehler talks about the benefits the digital economy and how remote working is now a very key part of that. #SocialMediaSocials2020 @DoyleBuehler #Perth @BigRigWraps @BlogsByJenn @SueSutcliffe @TroolSocial #DigitalEconomy #RemoteWork ",3,9,1,2020-02-28 04:36:54+00:00,Fri Feb 28 04:36:54 +0000 2020,#SocialMediaSocials2020 #Perth #DigitalEconomy #RemoteWork,https://twitter.com/KeithKeller/status/1233249695213817857
5328,anujblink,Remote work from monday. Aint coming to work during lockdown. #coronavirusus #tokyo #lockdown,0,1,0,2020-02-28 04:48:25+00:00,Fri Feb 28 04:48:25 +0000 2020,#coronavirusus #tokyo #lockdown,https://twitter.com/anujblink/status/1233252591368364032
5329,_IdeasUnlimited,"""A man must be big enough to admit his mistakes, smart enough to profit from them, and strong enough to correct them."" ~John C. Maxwell #TheIUWay, #IdeasUnlimited, #remotework, #remoteteam, #callcentersupport, #multilingualsupport, #supportservices, #customerservicecenter,",0,1,0,2020-02-28 05:00:33+00:00,Fri Feb 28 05:00:33 +0000 2020,#TheIUWay #IdeasUnlimited #remotework #remoteteam #callcentersupport #multilingualsupport #supportservices #customerservicecenter,https://twitter.com/_IdeasUnlimited/status/1233255646239305728
5330,AbDaniel11,Working from home can be lonely. Here's how to stay productive and connected @NBCNewsBETTER #remotework #WFH,0,2,0,2020-02-28 05:15:44+00:00,Fri Feb 28 05:15:44 +0000 2020,#remotework #WFH,https://twitter.com/AbDaniel11/status/1233259468726517760
5331,goingflex,"#Coronavid19 will have profound impact on how people live and work. Digital transformation is no longer good to have, but must-do. Working remotely and flexibly will no longer be regarded as one-off exceptions but a strategic initiative. #futureofwork #remotework #flexiblework",2,1,0,2020-02-28 05:18:56+00:00,Fri Feb 28 05:18:56 +0000 2020,#Coronavid19 #futureofwork #remotework #flexiblework,https://twitter.com/goingflex/status/1233260272476815360
5332,hirefantastic,Jitterbit is looking for a Sr. QA Automation Remote #remotework #Jitterbit,0,0,0,2020-02-28 05:23:05+00:00,Fri Feb 28 05:23:05 +0000 2020,#remotework #Jitterbit,https://twitter.com/hirefantastic/status/1233261317189926912
5333,Marja_P,#COVID2019 #Corona virus outbreak boosts ‘hibernation’ stocks in Japan - #remotework #teleconferencing #online medical consultations,0,0,0,2020-02-28 05:27:06+00:00,Fri Feb 28 05:27:06 +0000 2020,#COVID2019 #Corona #remotework #teleconferencing #online,https://twitter.com/Marja_P/status/1233262329795616768
5334,kartgupta,"Remote working can be tough, but there are upsides as well, like fewer interruptions. Like anything in life, you just have to figure out a way to make the most of it. #remotework #futureofwork #FlexFriday #FlexEveryday #FridayThoughts",1,0,0,2020-02-28 05:44:27+00:00,Fri Feb 28 05:44:27 +0000 2020,#remotework #futureofwork #FlexFriday #FlexEveryday #FridayThoughts,https://twitter.com/kartgupta/status/1233266695315152896
5335,masyukun,We have #coronavirus #COVIDー19 cases in #NorCal as well. Looking to @SutterHealth for local health leadership in preventing the spread in our region by encouraging #remotework . ,1,1,0,2020-02-28 05:53:24+00:00,Fri Feb 28 05:53:24 +0000 2020,#coronavirus #COVID #NorCal #remotework,https://twitter.com/masyukun/status/1233268946838618117
5336,goingflex,"#genderequity requires equal access to education and work opportunities, especially for mothers. #eLearning and #remotework/#flexiblework opportunities are ideal arrangements so women can optimizing their personal value without sacrificing their family and kids! #futureofwork",0,0,0,2020-02-28 06:05:56+00:00,Fri Feb 28 06:05:56 +0000 2020,#genderequity #eLearning #remotework #flexiblework #futureofwork,https://twitter.com/goingflex/status/1233272098572787712
5337,g4ryw4lker,#Coronavirus ≠ #RemoteWork silver bullet ,0,1,0,2020-02-28 06:46:08+00:00,Fri Feb 28 06:46:08 +0000 2020,#Coronavirus #RemoteWork,https://twitter.com/g4ryw4lker/status/1233282215389409280
5338,bwinkelmann,#coronavirus could be an inflection point for large scale #remotework. Millions have had to work from home in China in the last weeks. Alibaba’s collaboration app DingTalk tops the Chinese App Store charts. ,1,4,0,2020-02-28 06:59:30+00:00,Fri Feb 28 06:59:30 +0000 2020,#coronavirus #remotework,https://twitter.com/bwinkelmann/status/1233285580081057794
5339,creativetemmy,How many people can work remotely to reduce the risk of contacting the virus? Most companies aren't designed to facilitate remote work. Education starts from home. Start with your family. Show them how to be proactive. #CoronaVirusUpdates,1,1,1,2020-02-28 07:10:20+00:00,Fri Feb 28 07:10:20 +0000 2020,#CoronaVirusUpdates,https://twitter.com/creativetemmy/status/1233288308526067714
5340,ChubaEzeks,I repeat “There’s never been a more appropriate time to adopt remote work.” Happening at 12:15pm today #SMWLagos,8,11,0,2020-02-28 08:30:44+00:00,Fri Feb 28 08:30:44 +0000 2020,#SMWLagos,https://twitter.com/ChubaEzeks/status/1233308540225433600
5341,TeleworkChick,Something we can agree on ! Who needs the office anymore! #telework #workfromanywhere #killthecubicle #profamily #prolife #prochoice #workingmoms #remotework #familyleave,0,1,0,2020-02-28 09:05:32+00:00,Fri Feb 28 09:05:32 +0000 2020,#telework #workfromanywhere #killthecubicle #profamily #prolife #prochoice #workingmoms #remotework #familyleave,https://twitter.com/TeleworkChick/status/1233317298859073542
5342,Isldigital,Is your business ready for staff working remotely at short notice? ISL Cloud/Hosted Telecoms Solutions for business simply allow your staff to unplug their office phone and plug it in at home. You just continue as normal. #businesssuccess #telecoms #workingfromhome ,1,2,0,2020-02-28 09:05:39+00:00,Fri Feb 28 09:05:39 +0000 2020,#businesssuccess #telecoms #workingfromhome,https://twitter.com/Isldigital/status/1233317329125150721
5343,marcuswermuth,The @remoterproject is hosting a great event in Vienna next week! If you are interested in #remotework - go check it out cc @triplejberger @steipete,2,7,1,2020-02-28 09:06:15+00:00,Fri Feb 28 09:06:15 +0000 2020,#remotework,https://twitter.com/marcuswermuth/status/1233317477045723136
5344,RemoteRose,And @GrowRemoteIrl is tackling loneliness at the community level Some solutions come in different packages #remotework ,1,11,0,2020-02-28 09:07:17+00:00,Fri Feb 28 09:07:17 +0000 2020,#remotework,https://twitter.com/RemoteRose/status/1233317737486864385
5345,TeleworkChick,How can people babysit other's kids when they are working and commuting 10-12 hours of the day? ? #telework #remotework #workfromanywhere #workingmoms,0,0,1,2020-02-28 09:22:21+00:00,Fri Feb 28 09:22:21 +0000 2020,#telework #remotework #workfromanywhere #workingmoms,https://twitter.com/TeleworkChick/status/1233321528672034817
5346,TeleworkChick,"Teleworking made it possible for me to babysit. I could make breakfast, get kids to school & come home with time to drink tea while working from my laptop. Work structures matter more to fertility than benevolent neighbors #remotework #workingmoms #telework",0,0,0,2020-02-28 09:28:56+00:00,Fri Feb 28 09:28:56 +0000 2020,#remotework #workingmoms #telework,https://twitter.com/TeleworkChick/status/1233323185812230146
5347,rfsbraz,#CoronaVirus should be the ambassador of remote work,0,2,0,2020-02-28 09:54:15+00:00,Fri Feb 28 09:54:15 +0000 2020,#CoronaVirus,https://twitter.com/rfsbraz/status/1233329556679004160
5348,VijarKohli,"This week we discuss the global impacts of the #coronavirus, the rise of remote work and the state of private equity. #privateequity #podcast",0,0,0,2020-02-28 10:01:04+00:00,Fri Feb 28 10:01:04 +0000 2020,#coronavirus #privateequity #podcast,https://twitter.com/VijarKohli/status/1233331272610668545
5349,jh3yy,"So many options! • Be me • Choose my own path • Be more efficient • Save energy • Sleep better • Schedule other things (gym etc.) • Avoid illness • etc., etc. #remotework #remote #webdev #webdesign #javascript #coding #100DaysOfCode",1,6,0,2020-02-28 10:45:22+00:00,Fri Feb 28 10:45:22 +0000 2020,#remotework #remote #webdev #webdesign #javascript #coding #100DaysOfCode,https://twitter.com/jh3yy/status/1233342422148681730
5350,Barney71,Can I help you? #needycat #workingfromhome ,0,1,1,2020-02-28 10:47:26+00:00,Fri Feb 28 10:47:26 +0000 2020,#needycat #workingfromhome,https://twitter.com/Barney71/status/1233342941457940480
5351,ellipsisdig,The Challenges of Managing A #RemoteTeam (How To Overcome the Challenges) by @BenixMatrix on @ellipsisdig #futureofwork #remotework #Tanzania #NipeDili #TwitterGulio,7,9,0,2020-02-28 11:13:16+00:00,Fri Feb 28 11:13:16 +0000 2020,#RemoteTeam #futureofwork #remotework #Tanzania #NipeDili #TwitterGulio,https://twitter.com/ellipsisdig/status/1233349445384900609
5352,ellipsisdig,Check out our latest article on #RemoteWork ,2,5,0,2020-02-28 11:14:37+00:00,Fri Feb 28 11:14:37 +0000 2020,#RemoteWork,https://twitter.com/ellipsisdig/status/1233349781654769665
5353,BenixMatrix,"A remote-based lifestyle has many advantages to both organisations and professionals, but it has its own set of challenges which are unfortunately often used as an excuse to not allow remote work in some organisations, despite being solvable. #EllipsisDigital2020 #RemoteWork ",1,4,0,2020-02-28 11:39:40+00:00,Fri Feb 28 11:39:40 +0000 2020,#EllipsisDigital2020 #RemoteWork,https://twitter.com/BenixMatrix/status/1233356087530749955
5354,whereby,What's the weirdest place you've worked from? Our designer Paul works from the commuter boat 30 mins to/from Oslo every day! He was interviewed by the local newspaper this morning #flexiblework #boating #remotework #collaboratefromanywhere,5,19,1,2020-02-28 11:46:31+00:00,Fri Feb 28 11:46:31 +0000 2020,#flexiblework #boating #remotework #collaboratefromanywhere,https://twitter.com/whereby/status/1233357809279959043
5355,CutshortRemote,Hope everything is back to normal soon! But #RemoteWork should stay. Agree? ,0,4,0,2020-02-28 11:49:00+00:00,Fri Feb 28 11:49:00 +0000 2020,#RemoteWork,https://twitter.com/CutshortRemote/status/1233358436848500737
5356,BenixMatrix,"When working remotely, a fluid online communication among team members is key to achieve results, since it is not possible to pass by your coworkers’ desks to clarify any potential misunderstanding or confirm ideas. #RemoteTeam #RemoteWork",2,11,0,2020-02-28 12:04:03+00:00,Fri Feb 28 12:04:03 +0000 2020,#RemoteTeam #RemoteWork,https://twitter.com/BenixMatrix/status/1233362224263127040
5357,AmbushPredator,Bacon sandwich for lunch #workingfromhome,0,1,0,2020-02-28 12:07:51+00:00,Fri Feb 28 12:07:51 +0000 2020,#workingfromhome,https://twitter.com/AmbushPredator/status/1233363181017411584
5358,GlobalMediaBuzz,"As coronavirus outbreak continues, ad companies restrict travel and encourage remote work - Digiday #media #advertising #coronavirus #businesstravel",1,2,1,2020-02-28 12:09:11+00:00,Fri Feb 28 12:09:11 +0000 2020,#media #advertising #coronavirus #businesstravel,https://twitter.com/GlobalMediaBuzz/status/1233363516981207041
5359,TheOmCEO," The #FutureOfWork is #RemoteWork. #Education, now, is #DigitalLearning. In the wake of #Automation, how are #Startups, #Angels, &amp; #VC's capping on #Innovation for Digital Learning, as #America needs to #Upskill its workforce? CC: @andreasklinger #Startup #Data #Upskilling",0,1,0,2020-02-28 12:11:21+00:00,Fri Feb 28 12:11:21 +0000 2020,#FutureOfWork #RemoteWork #Education #DigitalLearning #Automation #Startups #Angels #VC #Innovation #America #Upskill #Startup #Data #Upskilling,https://twitter.com/TheOmCEO/status/1233364062551060481
5360,CKergaravat,Remote chance: why the future of work is flexible ⁦@GrowRemoteIrl⁩ ⁦@RemoteRose⁩ ⁦@Tracy_Keogh⁩ #RemoteWork ,1,7,0,2020-02-28 12:29:28+00:00,Fri Feb 28 12:29:28 +0000 2020,#RemoteWork,https://twitter.com/CKergaravat/status/1233368620748681216
5361,HalfonJesse,So who's gonna write the coronavirus will launch the next revolution in remote work piece? #covid19,0,4,4,2020-02-28 12:30:00+00:00,Fri Feb 28 12:30:00 +0000 2020,#covid19,https://twitter.com/HalfonJesse/status/1233368754396041216
5362,PattenKayleigh,"A day of #Friends, #WorkingFromHome and in my bed.. Todays going to be a great Friday! x Especially when I'm kept away from that rain! X ",0,2,2,2020-02-28 12:45:30+00:00,Fri Feb 28 12:45:30 +0000 2020,#Friends #WorkingFromHome,https://twitter.com/PattenKayleigh/status/1233372655597821953
5363,tytempel,Cleo is very critical when doing #codereview. #CatsOfTwitter #workingfromhome ,0,2,0,2020-02-28 13:05:17+00:00,Fri Feb 28 13:05:17 +0000 2020,#codereview #CatsOfTwitter #workingfromhome,https://twitter.com/tytempel/status/1233377631707508736
5364,dhiggins0328,Supervising is exhausting! #WorkingFromHome #DogsofTwitter,0,12,0,2020-02-28 13:06:05+00:00,Fri Feb 28 13:06:05 +0000 2020,#WorkingFromHome #DogsofTwitter,https://twitter.com/dhiggins0328/status/1233377833424211969
5365,marcomassarotto,On with the remote work... #CORONA . . . . #CORONAVIRUS #smartworking #pennelisce #remoteworking #telelavoro,0,4,1,2020-02-28 13:11:34+00:00,Fri Feb 28 13:11:34 +0000 2020,#CORONA #CORONAVIRUS #smartworking #pennelisce #remoteworking #telelavoro,https://twitter.com/marcomassarotto/status/1233379216022032386
